id,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_per_sequence,del_between
seq4599,0.0,79.0,70.0,8,2.0
seq4600,10.0,27.0,10.0,0,0.0
seq4601,49.0,100.0,40.0,12,4.0
seq4604,3.0,70.0,60.0,0,0.0
seq4618,30.0,87.0,50.0,0,0.0
seq4620,24.0,41.0,10.0,0,0.0
seq4621,5.0,82.0,70.0,0,0.0
seq4622,15.0,76.0,50.0,11,4.0
seq4624,47.0,64.0,10.0,0,0.0
seq4626,5.0,45.0,30.0,13,3.0
seq4638,77.0,105.0,20.0,11,1.0
seq4639,68.0,135.0,60.0,0,0.0
seq4640,94.0,142.0,40.0,11,1.0
seq4642,0.0,94.0,80.0,11,7.0
seq4646,22.0,109.0,80.0,0,0.0
seq4649,0.0,100.0,90.0,7,3.0
seq4652,17.0,35.0,10.0,12,1.0
seq4654,51.0,130.0,70.0,8,2.0
seq4656,6.0,44.0,30.0,11,1.0
seq4659,78.0,138.0,50.0,11,3.0
seq4661,14.0,95.0,70.0,9,4.0
seq4664,53.0,136.0,70.0,12,6.0
seq4665,81.0,129.0,40.0,10,1.0
seq4667,42.0,101.0,50.0,10,2.0
seq4671,102.0,139.0,30.0,0,0.0
seq4678,22.0,120.0,90.0,5,1.0
seq4680,99.0,117.0,10.0,12,1.0
seq4681,31.0,118.0,80.0,0,0.0
seq4683,20.0,91.0,60.0,11,4.0
seq4684,19.0,116.0,90.0,0,0.0
seq4685,18.0,58.0,30.0,12,3.0
seq4686,43.0,92.0,40.0,11,2.0
seq4689,0.0,111.0,100.0,7,4.0
seq4690,23.0,81.0,50.0,9,1.0
seq4691,74.0,132.0,50.0,9,1.0
seq4693,115.0,143.0,20.0,12,1.0
seq4697,85.0,143.0,50.0,9,1.0
seq4698,46.0,85.0,30.0,11,2.0
seq4700,20.0,107.0,80.0,0,0.0
seq4702,56.0,115.0,50.0,9,2.0
seq4706,19.0,89.0,60.0,9,3.0
seq4708,2.0,92.0,80.0,9,3.0
seq4709,38.0,127.0,80.0,6,2.0
seq4712,99.0,116.0,10.0,0,0.0
seq4713,41.0,108.0,60.0,0,0.0
seq4715,36.0,143.0,100.0,0,0.0
seq4717,60.0,107.0,40.0,0,0.0
seq4719,54.0,72.0,10.0,13,1.0
seq4721,104.0,143.0,30.0,12,2.0
seq4726,70.0,121.0,40.0,13,4.0
seq4728,88.0,128.0,30.0,12,3.0
seq4729,2.0,71.0,60.0,10,2.0
seq4730,80.0,98.0,10.0,13,1.0
seq4731,11.0,61.0,40.0,12,3.0
seq4732,65.0,112.0,40.0,0,0.0
seq4734,29.0,100.0,60.0,10,4.0
seq4737,30.0,47.0,10.0,0,0.0
seq4739,24.0,130.0,90.0,12,9.0
seq4741,23.0,41.0,10.0,13,1.0
seq4742,52.0,139.0,80.0,0,0.0
seq4744,36.0,133.0,90.0,0,0.0
seq4750,91.0,139.0,40.0,11,1.0
seq4752,2.0,75.0,60.0,13,6.0
seq4754,35.0,94.0,50.0,9,2.0
seq4755,23.0,120.0,90.0,0,0.0
seq4756,2.0,102.0,90.0,8,3.0
seq4758,97.0,115.0,10.0,12,1.0
seq4761,35.0,53.0,10.0,13,1.0
seq4767,80.0,120.0,30.0,13,3.0
seq4768,16.0,125.0,100.0,4,2.0
seq4771,21.0,99.0,70.0,7,1.0
seq4772,121.0,139.0,10.0,14,1.0
seq4773,7.0,36.0,20.0,13,2.0
seq4780,42.0,115.0,60.0,12,6.0
seq4788,10.0,67.0,50.0,0,0.0
seq4789,40.0,141.0,90.0,9,4.0
seq4790,55.0,102.0,40.0,0,0.0
seq4791,55.0,143.0,80.0,6,1.0
seq4797,5.0,109.0,90.0,11,7.0
seq4799,71.0,100.0,20.0,13,2.0
seq4800,60.0,128.0,60.0,8,1.0
seq4802,8.0,112.0,90.0,11,7.0
seq4803,90.0,139.0,40.0,12,2.0
seq4805,53.0,92.0,30.0,12,2.0
seq4810,47.0,130.0,70.0,11,6.0
seq4811,2.0,111.0,100.0,6,2.0
seq4817,60.0,139.0,70.0,9,2.0
seq4822,43.0,130.0,80.0,0,0.0
seq4829,10.0,104.0,80.0,11,7.0
seq4834,52.0,100.0,40.0,10,1.0
seq4836,21.0,137.0,100.0,12,9.0
seq4837,55.0,115.0,50.0,10,3.0
seq4838,59.0,77.0,10.0,12,1.0
seq4839,38.0,55.0,10.0,0,0.0
seq4842,101.0,118.0,10.0,0,0.0
seq4844,56.0,117.0,50.0,11,4.0
seq4849,34.0,101.0,60.0,0,0.0
seq4850,39.0,56.0,10.0,0,0.0
seq4856,39.0,127.0,80.0,5,1.0
seq4857,53.0,134.0,70.0,10,4.0
seq4858,29.0,100.0,60.0,10,4.0
seq4860,41.0,108.0,60.0,0,0.0
seq4862,101.0,118.0,10.0,0,0.0
seq4863,7.0,36.0,20.0,13,2.0
seq4866,32.0,141.0,100.0,6,2.0
seq4867,6.0,33.0,20.0,0,0.0
seq4868,20.0,125.0,90.0,11,8.0
seq4871,24.0,95.0,60.0,10,4.0
seq4874,67.0,104.0,30.0,0,0.0
seq4877,96.0,114.0,10.0,12,1.0
seq4879,26.0,119.0,80.0,10,6.0
seq4881,63.0,124.0,50.0,11,4.0
seq4885,5.0,112.0,100.0,0,0.0
seq4890,0.0,99.0,90.0,6,2.0
seq4895,6.0,63.0,50.0,0,0.0
seq4896,13.0,40.0,20.0,0,0.0
seq4898,6.0,83.0,70.0,0,0.0
seq4900,59.0,121.0,50.0,12,5.0
seq4902,27.0,89.0,50.0,12,5.0
seq4908,89.0,118.0,20.0,12,2.0
seq4909,55.0,102.0,40.0,0,0.0
seq4911,75.0,133.0,50.0,9,1.0
seq4913,37.0,129.0,80.0,9,5.0
seq4914,3.0,80.0,70.0,0,0.0
seq4915,39.0,117.0,70.0,6,1.0
seq4917,55.0,102.0,40.0,0,0.0
seq4919,50.0,108.0,50.0,9,1.0
seq4923,81.0,128.0,40.0,0,0.0
seq4929,67.0,94.0,20.0,0,0.0
seq4930,13.0,126.0,100.0,8,6.0
seq4933,76.0,136.0,50.0,11,3.0
seq4934,68.0,86.0,10.0,12,1.0
seq4936,87.0,105.0,10.0,12,1.0
seq4937,70.0,131.0,50.0,12,4.0
seq4938,7.0,122.0,100.0,11,8.0
seq4940,10.0,89.0,70.0,8,2.0
seq4943,7.0,124.0,100.0,12,10.0
seq4946,92.0,132.0,30.0,13,3.0
seq4949,20.0,71.0,40.0,13,4.0
seq4953,22.0,132.0,100.0,6,3.0
seq4954,4.0,66.0,50.0,13,5.0
seq4956,27.0,134.0,100.0,0,0.0
seq4957,30.0,137.0,100.0,0,0.0
seq4960,90.0,141.0,40.0,14,4.0
seq4961,33.0,120.0,80.0,0,0.0
seq4962,22.0,62.0,30.0,13,3.0
seq4963,38.0,76.0,30.0,10,1.0
seq4964,20.0,111.0,80.0,9,4.0
seq4965,88.0,106.0,10.0,12,1.0
seq4968,43.0,94.0,40.0,12,4.0
seq4971,48.0,128.0,70.0,8,3.0
seq4972,35.0,84.0,40.0,10,2.0
seq4975,78.0,127.0,40.0,10,2.0
seq4976,64.0,132.0,60.0,8,1.0
seq4977,31.0,114.0,70.0,11,6.0
seq4980,15.0,116.0,90.0,7,4.0
seq4985,79.0,107.0,20.0,11,1.0
seq4987,61.0,90.0,20.0,13,2.0
seq4988,111.0,139.0,20.0,13,1.0
seq4991,49.0,140.0,80.0,9,4.0
seq4994,7.0,115.0,100.0,4,1.0
seq4995,33.0,61.0,20.0,12,1.0
seq4996,29.0,100.0,60.0,10,4.0
seq4997,1.0,83.0,70.0,12,5.0
seq5000,10.0,122.0,100.0,8,5.0
seq5003,38.0,87.0,40.0,10,2.0
seq5006,17.0,133.0,100.0,11,9.0
seq5007,71.0,89.0,10.0,13,1.0
seq5008,42.0,120.0,70.0,7,1.0
seq5010,56.0,115.0,50.0,9,2.0
seq5011,2.0,79.0,70.0,0,0.0
seq5018,29.0,68.0,30.0,11,2.0
seq5020,54.0,83.0,20.0,13,2.0
seq5021,45.0,139.0,80.0,12,7.0
seq5022,52.0,123.0,60.0,11,4.0
seq5024,58.0,85.0,20.0,0,0.0
seq5025,26.0,103.0,70.0,0,0.0
seq5028,19.0,103.0,70.0,12,7.0
seq5029,15.0,66.0,40.0,12,4.0
seq5031,79.0,118.0,30.0,11,2.0
seq5032,15.0,122.0,100.0,0,0.0
seq5033,3.0,109.0,90.0,13,9.0
seq5035,19.0,121.0,90.0,8,5.0
seq5037,19.0,76.0,50.0,0,0.0
seq5039,6.0,33.0,20.0,0,0.0
seq5040,69.0,129.0,50.0,10,3.0
seq5042,86.0,134.0,40.0,10,1.0
seq5044,96.0,125.0,20.0,12,2.0
seq5046,13.0,60.0,40.0,0,0.0
seq5047,13.0,124.0,100.0,6,4.0
seq5048,23.0,120.0,90.0,0,0.0
seq5049,37.0,127.0,80.0,7,3.0
seq5050,56.0,124.0,60.0,7,1.0
seq5051,64.0,131.0,60.0,0,0.0
seq5052,17.0,104.0,80.0,0,0.0
seq5054,16.0,127.0,100.0,6,4.0
seq5058,39.0,138.0,90.0,6,2.0
seq5060,56.0,137.0,70.0,10,4.0
seq5064,58.0,127.0,60.0,8,2.0
seq5068,78.0,135.0,50.0,0,0.0
seq5073,73.0,140.0,60.0,0,0.0
seq5075,46.0,128.0,70.0,10,5.0
seq5080,22.0,93.0,60.0,11,4.0
seq5081,3.0,76.0,60.0,13,6.0
seq5083,27.0,56.0,20.0,12,2.0
seq5087,35.0,104.0,60.0,8,2.0
seq5088,8.0,89.0,70.0,10,4.0
seq5093,3.0,96.0,80.0,11,6.0
seq5096,18.0,87.0,60.0,8,2.0
seq5099,28.0,105.0,70.0,0,0.0
seq5100,48.0,66.0,10.0,12,1.0
seq5101,80.0,140.0,50.0,12,3.0
seq5104,14.0,130.0,100.0,11,9.0
seq5107,75.0,93.0,10.0,13,1.0
seq5108,55.0,82.0,20.0,0,0.0
seq5112,5.0,102.0,90.0,0,0.0
seq5115,106.0,135.0,20.0,13,2.0
seq5116,57.0,75.0,10.0,12,1.0
seq5118,41.0,69.0,20.0,12,1.0
seq5121,93.0,122.0,20.0,13,2.0
seq5122,71.0,122.0,40.0,13,4.0
seq5125,31.0,129.0,90.0,5,1.0
seq5126,7.0,47.0,30.0,13,3.0
seq5129,66.0,143.0,70.0,0,0.0
seq5130,114.0,132.0,10.0,13,1.0
seq5131,6.0,103.0,90.0,0,0.0
seq5134,77.0,127.0,40.0,11,3.0
seq5138,13.0,112.0,90.0,6,2.0
seq5143,7.0,47.0,30.0,13,3.0
seq5144,7.0,114.0,100.0,0,0.0
seq5145,72.0,89.0,10.0,0,0.0
seq5146,83.0,134.0,40.0,13,4.0
seq5148,24.0,97.0,60.0,12,6.0
seq5150,24.0,92.0,60.0,8,1.0
seq5154,5.0,114.0,100.0,5,2.0
seq5157,0.0,38.0,30.0,11,1.0
seq5158,11.0,100.0,80.0,7,2.0
seq5160,22.0,60.0,30.0,11,1.0
seq5161,51.0,79.0,20.0,12,1.0
seq5165,23.0,114.0,80.0,8,4.0
seq5167,38.0,88.0,40.0,11,3.0
seq5168,26.0,76.0,40.0,11,3.0
seq5171,8.0,37.0,20.0,13,2.0
seq5172,22.0,109.0,80.0,0,0.0
seq5177,76.0,126.0,40.0,11,3.0
seq5181,14.0,108.0,80.0,11,7.0
seq5182,61.0,120.0,50.0,10,2.0
seq5183,22.0,59.0,30.0,0,0.0
seq5185,37.0,96.0,50.0,9,2.0
seq5189,28.0,97.0,60.0,8,2.0
seq5190,6.0,122.0,100.0,12,9.0
seq5192,82.0,132.0,40.0,12,3.0
seq5199,43.0,114.0,60.0,10,4.0
seq5202,78.0,106.0,20.0,11,1.0
seq5203,45.0,94.0,40.0,10,2.0
seq5204,13.0,110.0,90.0,0,0.0
seq5207,2.0,89.0,80.0,0,0.0
seq5208,14.0,120.0,90.0,12,9.0
seq5211,57.0,127.0,60.0,9,3.0
seq5213,59.0,106.0,40.0,0,0.0
seq5214,25.0,126.0,90.0,7,4.0
seq5215,77.0,95.0,10.0,12,1.0
seq5218,36.0,129.0,80.0,10,6.0
seq5219,56.0,117.0,50.0,11,4.0
seq5222,37.0,110.0,60.0,12,6.0
seq5224,28.0,135.0,100.0,0,0.0
seq5226,48.0,75.0,20.0,0,0.0
seq5227,5.0,89.0,70.0,13,7.0
seq5228,8.0,123.0,100.0,11,8.0
seq5234,12.0,114.0,90.0,8,5.0
seq5235,57.0,85.0,20.0,11,1.0
seq5236,10.0,69.0,50.0,10,2.0
seq5239,110.0,137.0,20.0,0,0.0
seq5245,12.0,70.0,50.0,9,1.0
seq5246,41.0,69.0,20.0,12,1.0
seq5248,11.0,115.0,90.0,10,7.0
seq5251,8.0,100.0,80.0,10,5.0
seq5253,7.0,118.0,100.0,7,4.0
seq5254,40.0,79.0,30.0,12,2.0
seq5255,45.0,96.0,40.0,12,4.0
seq5258,25.0,72.0,40.0,0,0.0
seq5259,63.0,141.0,70.0,8,1.0
seq5261,70.0,107.0,30.0,0,0.0
seq5264,72.0,99.0,20.0,0,0.0
seq5272,64.0,81.0,10.0,0,0.0
seq5273,29.0,46.0,10.0,0,0.0
seq5274,74.0,132.0,50.0,9,1.0
seq5279,38.0,122.0,70.0,12,7.0
seq5280,39.0,57.0,10.0,12,1.0
seq5281,36.0,84.0,40.0,9,1.0
seq5282,75.0,103.0,20.0,12,1.0
seq5283,66.0,133.0,60.0,0,0.0
seq5287,29.0,122.0,80.0,10,6.0
seq5292,4.0,110.0,90.0,13,9.0
seq5294,30.0,80.0,40.0,12,3.0
seq5295,48.0,85.0,30.0,0,0.0
seq5299,108.0,125.0,10.0,0,0.0
seq5304,12.0,84.0,60.0,11,5.0
seq5307,9.0,59.0,40.0,12,3.0
seq5308,39.0,96.0,50.0,0,0.0
seq5309,64.0,125.0,50.0,11,4.0
seq5311,53.0,126.0,60.0,12,6.0
seq5312,20.0,67.0,40.0,0,0.0
seq5313,4.0,65.0,50.0,12,4.0
seq5314,35.0,108.0,60.0,12,6.0
seq5316,11.0,92.0,70.0,10,4.0
seq5318,31.0,124.0,80.0,10,6.0
seq5319,107.0,125.0,10.0,12,1.0
seq5320,47.0,84.0,30.0,0,0.0
seq5321,11.0,94.0,70.0,11,6.0
seq5323,2.0,104.0,90.0,9,5.0
seq5329,7.0,94.0,80.0,0,0.0
seq5332,91.0,131.0,30.0,13,3.0
seq5333,8.0,114.0,90.0,12,9.0
seq5335,39.0,132.0,80.0,10,6.0
seq5336,73.0,91.0,10.0,13,1.0
seq5344,59.0,121.0,50.0,12,5.0
seq5345,12.0,72.0,50.0,11,3.0
seq5346,10.0,80.0,60.0,10,3.0
seq5347,57.0,106.0,40.0,10,2.0
seq5348,64.0,115.0,40.0,12,4.0
seq5349,7.0,78.0,60.0,11,4.0
seq5350,53.0,90.0,30.0,0,0.0
seq5352,24.0,81.0,50.0,0,0.0
seq5353,30.0,103.0,60.0,13,6.0
seq5356,47.0,87.0,30.0,12,3.0
seq5359,35.0,122.0,80.0,0,0.0
seq5362,6.0,99.0,80.0,11,6.0
seq5368,95.0,124.0,20.0,12,2.0
seq5369,70.0,97.0,20.0,0,0.0
seq5370,19.0,67.0,40.0,9,1.0
seq5375,67.0,117.0,40.0,11,3.0
seq5376,1.0,69.0,60.0,9,1.0
seq5377,20.0,121.0,90.0,8,4.0
seq5378,48.0,109.0,50.0,11,4.0
seq5379,51.0,69.0,10.0,13,1.0
seq5381,25.0,52.0,20.0,0,0.0
seq5385,67.0,106.0,30.0,11,2.0
seq5388,22.0,130.0,100.0,4,1.0
seq5390,93.0,133.0,30.0,13,3.0
seq5395,1.0,93.0,80.0,11,5.0
seq5396,3.0,98.0,80.0,13,8.0
seq5399,20.0,126.0,90.0,12,9.0
seq5403,86.0,124.0,30.0,10,1.0
seq5405,71.0,143.0,60.0,12,5.0
seq5407,94.0,112.0,10.0,13,1.0
seq5408,14.0,129.0,100.0,10,8.0
seq5410,64.0,112.0,40.0,10,1.0
seq5411,32.0,99.0,60.0,0,0.0
seq5413,54.0,122.0,60.0,8,1.0
seq5417,26.0,77.0,40.0,12,4.0
seq5418,61.0,100.0,30.0,12,2.0
seq5421,109.0,127.0,10.0,12,1.0
seq5427,56.0,124.0,60.0,7,1.0
seq5428,49.0,111.0,50.0,12,5.0
seq5430,23.0,41.0,10.0,13,1.0
seq5437,63.0,114.0,40.0,12,4.0
seq5440,26.0,129.0,90.0,9,6.0
seq5443,83.0,132.0,40.0,11,2.0
seq5444,19.0,124.0,90.0,10,8.0
seq5447,90.0,137.0,40.0,0,0.0
seq5448,26.0,106.0,70.0,8,3.0
seq5455,14.0,101.0,80.0,0,0.0
seq5457,27.0,136.0,100.0,5,2.0
seq5458,5.0,120.0,100.0,11,8.0
seq5459,78.0,140.0,50.0,13,5.0
seq5460,21.0,61.0,30.0,13,3.0
seq5462,34.0,52.0,10.0,13,1.0
seq5464,7.0,100.0,80.0,11,6.0
seq5465,18.0,125.0,100.0,0,0.0
seq5468,42.0,132.0,80.0,8,3.0
seq5469,88.0,116.0,20.0,11,1.0
seq5473,113.0,142.0,20.0,14,2.0
seq5474,23.0,100.0,70.0,0,0.0
seq5475,9.0,38.0,20.0,13,2.0
seq5479,9.0,115.0,90.0,12,9.0
seq5480,72.0,121.0,40.0,11,2.0
seq5483,9.0,27.0,10.0,13,1.0
seq5488,20.0,122.0,90.0,9,5.0
seq5494,51.0,142.0,80.0,10,4.0
seq5496,1.0,98.0,90.0,0,0.0
seq5500,9.0,118.0,100.0,5,2.0
seq5501,113.0,130.0,10.0,0,0.0
seq5503,3.0,90.0,80.0,0,0.0
seq5505,49.0,67.0,10.0,12,1.0
seq5508,25.0,54.0,20.0,12,2.0
seq5510,25.0,92.0,60.0,0,0.0
seq5512,61.0,111.0,40.0,12,3.0
seq5515,84.0,102.0,10.0,13,1.0
seq5521,49.0,96.0,40.0,0,0.0
seq5527,71.0,109.0,30.0,11,1.0
seq5529,37.0,107.0,60.0,9,3.0
seq5534,22.0,79.0,50.0,0,0.0
seq5537,123.0,141.0,10.0,14,1.0
seq5538,43.0,112.0,60.0,9,2.0
seq5540,7.0,94.0,80.0,0,0.0
seq5541,1.0,96.0,80.0,13,8.0
seq5542,24.0,117.0,80.0,10,6.0
seq5551,1.0,61.0,50.0,12,3.0
seq5553,49.0,130.0,70.0,9,4.0
seq5556,12.0,30.0,10.0,13,1.0
seq5557,23.0,60.0,30.0,0,0.0
seq5558,37.0,66.0,20.0,12,2.0
seq5559,13.0,84.0,60.0,10,4.0
seq5560,34.0,91.0,50.0,0,0.0
seq5564,27.0,120.0,80.0,10,6.0
seq5565,5.0,63.0,50.0,10,1.0
seq5566,100.0,118.0,10.0,13,1.0
seq5567,38.0,106.0,60.0,7,1.0
seq5568,38.0,143.0,90.0,11,8.0
seq5570,58.0,87.0,20.0,12,2.0
seq5575,25.0,87.0,50.0,12,5.0
seq5576,50.0,88.0,30.0,11,1.0
seq5577,80.0,131.0,40.0,13,4.0
seq5584,8.0,98.0,80.0,8,3.0
seq5591,18.0,90.0,60.0,11,5.0
seq5593,2.0,62.0,50.0,12,3.0
seq5594,15.0,106.0,80.0,8,4.0
seq5596,23.0,71.0,40.0,10,1.0
seq5601,10.0,58.0,40.0,10,1.0
seq5602,93.0,141.0,40.0,11,1.0
seq5605,86.0,104.0,10.0,12,1.0
seq5612,6.0,90.0,70.0,13,7.0
seq5613,17.0,114.0,90.0,0,0.0
seq5615,30.0,137.0,100.0,0,0.0
seq5619,51.0,69.0,10.0,13,1.0
seq5622,15.0,128.0,100.0,8,6.0
seq5627,28.0,56.0,20.0,11,1.0
seq5629,4.0,96.0,80.0,10,5.0
seq5630,39.0,108.0,60.0,8,2.0
seq5631,23.0,74.0,40.0,12,4.0
seq5632,58.0,119.0,50.0,11,4.0
seq5633,27.0,133.0,90.0,12,9.0
seq5635,11.0,50.0,30.0,12,2.0
seq5638,60.0,140.0,70.0,10,3.0
seq5641,76.0,94.0,10.0,12,1.0
seq5643,7.0,56.0,40.0,11,2.0
seq5648,88.0,127.0,30.0,11,2.0
seq5653,11.0,84.0,60.0,12,6.0
seq5654,29.0,58.0,20.0,12,2.0
seq5655,8.0,124.0,100.0,11,9.0
seq5660,32.0,49.0,10.0,0,0.0
seq5663,28.0,121.0,80.0,10,6.0
seq5664,69.0,87.0,10.0,12,1.0
seq5667,14.0,61.0,40.0,0,0.0
seq5668,61.0,121.0,50.0,11,3.0
seq5669,63.0,141.0,70.0,8,1.0
seq5671,24.0,123.0,90.0,6,2.0
seq5673,90.0,119.0,20.0,13,2.0
seq5675,90.0,129.0,30.0,12,2.0
seq5676,63.0,122.0,50.0,10,2.0
seq5684,2.0,74.0,60.0,12,5.0
seq5685,51.0,142.0,80.0,10,4.0
seq5686,51.0,109.0,50.0,9,1.0
seq5688,46.0,103.0,50.0,0,0.0
seq5689,79.0,127.0,40.0,9,1.0
seq5690,14.0,91.0,70.0,0,0.0
seq5693,34.0,121.0,80.0,0,0.0
seq5699,100.0,137.0,30.0,0,0.0
seq5705,72.0,119.0,40.0,0,0.0
seq5706,3.0,51.0,40.0,11,1.0
seq5709,29.0,137.0,100.0,4,1.0
seq5710,89.0,107.0,10.0,12,1.0
seq5713,10.0,39.0,20.0,13,2.0
seq5714,31.0,100.0,60.0,9,2.0
seq5716,3.0,71.0,60.0,9,1.0
seq5718,34.0,140.0,90.0,13,9.0
seq5721,12.0,96.0,70.0,12,7.0
seq5723,30.0,132.0,90.0,9,5.0
seq5726,4.0,33.0,20.0,14,2.0
seq5733,10.0,94.0,70.0,12,7.0
seq5734,36.0,65.0,20.0,12,2.0
seq5737,22.0,121.0,90.0,6,2.0
seq5739,65.0,82.0,10.0,0,0.0
seq5742,9.0,27.0,10.0,13,1.0
seq5745,59.0,98.0,30.0,11,2.0
seq5746,41.0,89.0,40.0,10,1.0
seq5749,13.0,64.0,40.0,12,4.0
seq5750,32.0,134.0,90.0,9,5.0
seq5752,57.0,108.0,40.0,12,4.0
seq5753,5.0,78.0,60.0,13,6.0
seq5754,35.0,125.0,80.0,7,3.0
seq5756,49.0,108.0,50.0,9,2.0
seq5761,13.0,120.0,100.0,0,0.0
seq5762,16.0,116.0,90.0,6,3.0
seq5763,13.0,31.0,10.0,13,1.0
seq5765,54.0,123.0,60.0,9,2.0
seq5766,52.0,92.0,30.0,13,3.0
seq5770,68.0,86.0,10.0,12,1.0
seq5771,23.0,50.0,20.0,0,0.0
seq5772,118.0,136.0,10.0,13,1.0
seq5773,0.0,81.0,70.0,10,4.0
seq5777,78.0,139.0,50.0,12,4.0
seq5778,41.0,118.0,70.0,0,0.0
seq5779,48.0,126.0,70.0,6,1.0
seq5780,48.0,137.0,80.0,7,2.0
seq5782,55.0,133.0,70.0,7,1.0
seq5786,25.0,119.0,80.0,11,7.0
seq5788,25.0,102.0,70.0,0,0.0
seq5795,52.0,114.0,50.0,12,5.0
seq5796,63.0,132.0,60.0,9,2.0
seq5800,71.0,89.0,10.0,13,1.0
seq5802,103.0,121.0,10.0,13,1.0
seq5803,40.0,101.0,50.0,12,4.0
seq5806,6.0,123.0,100.0,13,10.0
seq5807,20.0,112.0,80.0,10,5.0
seq5808,47.0,97.0,40.0,11,3.0
seq5809,78.0,107.0,20.0,12,2.0
seq5811,30.0,117.0,80.0,0,0.0
seq5812,56.0,96.0,30.0,12,3.0
seq5813,20.0,124.0,90.0,10,7.0
seq5817,73.0,113.0,30.0,13,3.0
seq5818,22.0,49.0,20.0,0,0.0
seq5822,66.0,134.0,60.0,8,1.0
seq5825,5.0,76.0,60.0,11,4.0
seq5832,30.0,117.0,80.0,0,0.0
seq5833,9.0,38.0,20.0,13,2.0
seq5837,41.0,78.0,30.0,0,0.0
seq5838,9.0,87.0,70.0,7,1.0
seq5842,53.0,141.0,80.0,7,1.0
seq5844,58.0,116.0,50.0,8,1.0
seq5846,9.0,108.0,90.0,6,2.0
seq5847,21.0,69.0,40.0,10,1.0
seq5849,7.0,118.0,100.0,7,4.0
seq5850,2.0,109.0,100.0,0,0.0
seq5853,10.0,109.0,90.0,6,2.0
seq5854,40.0,79.0,30.0,12,2.0
seq5856,76.0,127.0,40.0,12,4.0
seq5857,31.0,143.0,100.0,8,5.0
seq5858,58.0,107.0,40.0,10,2.0
seq5860,66.0,117.0,40.0,12,4.0
seq5861,52.0,79.0,20.0,0,0.0
seq5865,79.0,116.0,30.0,0,0.0
seq5866,36.0,75.0,30.0,11,2.0
seq5867,33.0,95.0,50.0,12,5.0
seq5868,30.0,125.0,80.0,12,8.0
seq5869,21.0,125.0,90.0,10,7.0
seq5872,32.0,69.0,30.0,0,0.0
seq5873,14.0,61.0,40.0,0,0.0
seq5878,55.0,137.0,70.0,11,5.0
seq5880,94.0,131.0,30.0,0,0.0
seq5881,44.0,93.0,40.0,11,2.0
seq5882,121.0,138.0,10.0,0,0.0
seq5884,14.0,109.0,80.0,12,8.0
seq5885,25.0,103.0,70.0,7,1.0
seq5886,12.0,120.0,100.0,4,1.0
seq5887,10.0,112.0,90.0,9,5.0
seq5888,68.0,125.0,50.0,0,0.0
seq5890,56.0,74.0,10.0,12,1.0
seq5910,63.0,130.0,60.0,0,0.0
seq5913,42.0,100.0,50.0,9,1.0
seq5917,10.0,71.0,50.0,12,4.0
seq5919,14.0,101.0,80.0,0,0.0
seq5923,26.0,66.0,30.0,12,3.0
seq5925,18.0,132.0,100.0,9,7.0
seq5931,45.0,143.0,90.0,5,1.0
seq5937,27.0,120.0,80.0,10,6.0
seq5941,29.0,67.0,30.0,10,1.0
seq5943,10.0,81.0,60.0,11,4.0
seq5944,29.0,134.0,90.0,11,8.0
seq5950,4.0,118.0,100.0,10,7.0
seq5952,55.0,124.0,60.0,8,2.0
seq5955,40.0,79.0,30.0,12,2.0
seq5956,98.0,116.0,10.0,12,1.0
seq5957,85.0,133.0,40.0,10,1.0
seq5959,16.0,45.0,20.0,12,2.0
seq5961,11.0,78.0,60.0,0,0.0
seq5963,40.0,111.0,60.0,11,4.0
seq5965,103.0,121.0,10.0,13,1.0
seq5966,48.0,115.0,60.0,0,0.0
seq5975,23.0,120.0,90.0,0,0.0
seq5976,19.0,103.0,70.0,12,7.0
seq5980,37.0,124.0,80.0,0,0.0
seq5981,28.0,57.0,20.0,12,2.0
seq5984,4.0,95.0,80.0,9,4.0
seq5986,11.0,78.0,60.0,0,0.0
seq5987,49.0,127.0,70.0,6,1.0
seq5988,49.0,66.0,10.0,0,0.0
seq5990,16.0,94.0,70.0,6,1.0
seq5991,4.0,33.0,20.0,14,2.0
seq5993,25.0,141.0,100.0,12,9.0
seq5994,74.0,102.0,20.0,12,1.0
seq5996,31.0,115.0,70.0,12,7.0
seq5997,20.0,126.0,90.0,12,9.0
seq5998,101.0,119.0,10.0,13,1.0
seq5999,15.0,96.0,70.0,9,4.0
seq6005,5.0,112.0,100.0,0,0.0
seq6010,39.0,117.0,70.0,6,1.0
seq6012,93.0,133.0,30.0,13,3.0
seq6013,58.0,135.0,70.0,0,0.0
seq6017,63.0,134.0,60.0,11,4.0
seq6021,120.0,137.0,10.0,0,0.0
seq6022,43.0,112.0,60.0,9,2.0
seq6026,7.0,100.0,80.0,11,6.0
seq6027,42.0,132.0,80.0,8,3.0
seq6028,0.0,90.0,80.0,8,3.0
seq6031,65.0,114.0,40.0,10,2.0
seq6035,5.0,105.0,90.0,7,3.0
seq6037,34.0,123.0,80.0,7,2.0
seq6039,4.0,75.0,60.0,11,4.0
seq6041,6.0,97.0,80.0,9,4.0
seq6043,53.0,126.0,60.0,12,6.0
seq6044,52.0,123.0,60.0,11,4.0
seq6045,10.0,101.0,80.0,9,4.0
seq6048,15.0,33.0,10.0,13,1.0
seq6049,7.0,94.0,80.0,0,0.0
